Day,Date,Phase,Cumulative_Cases,Daily_Cases,Active_Cases,Deaths_Today,Cumulative_Deaths,Effective_R
782,2030-01-15 + 782 days,Containment Phase,0,0,0,0,19648,0.05
783,2030-01-15 + 783 days,Containment Phase,0,0,0,0,19648,0.05
784,2030-01-15 + 784 days,Containment Phase,0,0,0,0,19648,0.05
785,2030-01-15 + 785 days,Containment Phase,0,0,0,0,19648,0.05
786,2030-01-15 + 786 days,Containment Phase,0,0,0,0,19648,0.05
787,2030-01-15 + 787 days,Containment Phase,0,0,0,0,19648,0.05
788,2030-01-15 + 788 days,Containment Phase,0,0,0,0,19648,0.05
789,2030-01-15 + 789 days,Containment Phase,0,0,0,0,19648,0.05
790,2030-01-15 + 790 days,Containment Phase,0,0,0,0,19648,0.05
791,2030-01-15 + 791 days,Containment Phase,0,0,0,0,19648,0.05
792,2030-01-15 + 792 days,Containment Phase,0,0,0,0,19648,0.05
793,2030-01-15 + 793 days,Containment Phase,0,0,0,0,19648,0.05
794,2030-01-15 + 794 days,Containment Phase,0,0,0,0,19648,0.05
795,2030-01-15 + 795 days,Containment Phase,0,0,0,0,19648,0.05
796,2030-01-15 + 796 days,Containment Phase,0,0,0,0,19648,0.05
797,2030-01-15 + 797 days,Containment Phase,0,0,0,0,19648,0.05
798,2030-01-15 + 798 days,Containment Phase,0,0,0,0,19648,0.05
799,2030-01-15 + 799 days,Containment Phase,0,0,0,0,19648,0.05
800,2030-01-15 + 800 days,Containment Phase,0,0,0,0,19648,0.05
801,2030-01-15 + 801 days,Containment Phase,0,0,0,0,19648,0.05
802,2030-01-15 + 802 days,Containment Phase,0,0,0,0,19648,0.05
803,2030-01-15 + 803 days,Containment Phase,0,0,0,0,19648,0.05
804,2030-01-15 + 804 days,Containment Phase,0,0,0,0,19648,0.05
805,2030-01-15 + 805 days,Containment Phase,0,0,0,0,19648,0.05
806,2030-01-15 + 806 days,Containment Phase,0,0,0,0,19648,0.05
807,2030-01-15 + 807 days,Containment Phase,0,0,0,0,19648,0.05
808,2030-01-15 + 808 days,Containment Phase,0,0,0,0,19648,0.05
809,2030-01-15 + 809 days,Containment Phase,0,0,0,0,19648,0.05
810,2030-01-15 + 810 days,Containment Phase,0,0,0,0,19648,0.05
811,2030-01-15 + 811 days,Containment Phase,0,0,0,0,19648,0.05
812,2030-01-15 + 812 days,Containment Phase,0,0,0,0,19648,0.05
813,2030-01-15 + 813 days,Containment Phase,0,0,0,0,19648,0.05
814,2030-01-15 + 814 days,Containment Phase,0,0,0,0,19648,0.05
815,2030-01-15 + 815 days,Containment Phase,0,0,0,0,19648,0.05
816,2030-01-15 + 816 days,Containment Phase,0,0,0,0,19648,0.05
817,2030-01-15 + 817 days,Containment Phase,0,0,0,0,19648,0.05
818,2030-01-15 + 818 days,Containment Phase,0,0,0,0,19648,0.05
819,2030-01-15 + 819 days,Containment Phase,0,0,0,0,19648,0.05
820,2030-01-15 + 820 days,Containment Phase,0,0,0,0,19648,0.05
821,2030-01-15 + 821 days,Containment Phase,0,0,0,0,19648,0.05
822,2030-01-15 + 822 days,Containment Phase,0,0,0,0,19648,0.05
823,2030-01-15 + 823 days,Containment Phase,0,0,0,0,19648,0.05
824,2030-01-15 + 824 days,Containment Phase,0,0,0,0,19648,0.05
825,2030-01-15 + 825 days,Containment Phase,0,0,0,0,19648,0.05
826,2030-01-15 + 826 days,Containment Phase,0,0,0,0,19648,0.05
827,2030-01-15 + 827 days,Containment Phase,0,0,0,0,19648,0.05
828,2030-01-15 + 828 days,Containment Phase,0,0,0,0,19648,0.05
829,2030-01-15 + 829 days,Containment Phase,0,0,0,0,19648,0.05
830,2030-01-15 + 830 days,Containment Phase,0,0,0,0,19648,0.05
831,2030-01-15 + 831 days,Containment Phase,0,0,0,0,19648,0.05
832,2030-01-15 + 832 days,Containment Phase,0,0,0,0,19648,0.05
833,2030-01-15 + 833 days,Containment Phase,0,0,0,0,19648,0.05
834,2030-01-15 + 834 days,Containment Phase,0,0,0,0,19648,0.05
835,2030-01-15 + 835 days,Containment Phase,0,0,0,0,19648,0.05
836,2030-01-15 + 836 days,Containment Phase,0,0,0,0,19648,0.05
837,2030-01-15 + 837 days,Containment Phase,0,0,0,0,19648,0.05
838,2030-01-15 + 838 days,Containment Phase,0,0,0,0,19648,0.05
839,2030-01-15 + 839 days,Containment Phase,0,0,0,0,19648,0.05
840,2030-01-15 + 840 days,Containment Phase,0,0,0,0,19648,0.05
841,2030-01-15 + 841 days,Containment Phase,0,0,0,0,19648,0.05
842,2030-01-15 + 842 days,Containment Phase,0,0,0,0,19648,0.05
843,2030-01-15 + 843 days,Containment Phase,0,0,0,0,19648,0.05
844,2030-01-15 + 844 days,Containment Phase,0,0,0,0,19648,0.05
845,2030-01-15 + 845 days,Containment Phase,0,0,0,0,19648,0.05
846,2030-01-15 + 846 days,Containment Phase,0,0,0,0,19648,0.05
847,2030-01-15 + 847 days,Containment Phase,0,0,0,0,19648,0.05
848,2030-01-15 + 848 days,Containment Phase,0,0,0,0,19648,0.05
849,2030-01-15 + 849 days,Containment Phase,0,0,0,0,19648,0.05
850,2030-01-15 + 850 days,Containment Phase,0,0,0,0,19648,0.05
851,2030-01-15 + 851 days,Containment Phase,0,0,0,0,19648,0.05
852,2030-01-15 + 852 days,Containment Phase,0,0,0,0,19648,0.05
853,2030-01-15 + 853 days,Containment Phase,0,0,0,0,19648,0.05
854,2030-01-15 + 854 days,Containment Phase,0,0,0,0,19648,0.05
855,2030-01-15 + 855 days,Containment Phase,0,0,0,0,19648,0.05
856,2030-01-15 + 856 days,Containment Phase,0,0,0,0,19648,0.05
857,2030-01-15 + 857 days,Containment Phase,0,0,0,0,19648,0.05
858,2030-01-15 + 858 days,Containment Phase,0,0,0,0,19648,0.05
859,2030-01-15 + 859 days,Containment Phase,0,0,0,0,19648,0.05
860,2030-01-15 + 860 days,Containment Phase,0,0,0,0,19648,0.05
861,2030-01-15 + 861 days,Containment Phase,0,0,0,0,19648,0.05
862,2030-01-15 + 862 days,Containment Phase,0,0,0,0,19648,0.05
863,2030-01-15 + 863 days,Containment Phase,0,0,0,0,19648,0.05
864,2030-01-15 + 864 days,Containment Phase,0,0,0,0,19648,0.05
865,2030-01-15 + 865 days,Containment Phase,0,0,0,0,19648,0.05
866,2030-01-15 + 866 days,Containment Phase,0,0,0,0,19648,0.05
867,2030-01-15 + 867 days,Containment Phase,0,0,0,0,19648,0.05
868,2030-01-15 + 868 days,Containment Phase,0,0,0,0,19648,0.05
869,2030-01-15 + 869 days,Containment Phase,0,0,0,0,19648,0.05
870,2030-01-15 + 870 days,Containment Phase,0,0,0,0,19648,0.05
871,2030-01-15 + 871 days,Containment Phase,0,0,0,0,19648,0.05
872,2030-01-15 + 872 days,Containment Phase,0,0,0,0,19648,0.05
873,2030-01-15 + 873 days,Containment Phase,0,0,0,0,19648,0.05
874,2030-01-15 + 874 days,Containment Phase,0,0,0,0,19648,0.05
875,2030-01-15 + 875 days,Containment Phase,0,0,0,0,19648,0.05
876,2030-01-15 + 876 days,Containment Phase,0,0,0,0,19648,0.05
877,2030-01-15 + 877 days,Containment Phase,0,0,0,0,19648,0.05
878,2030-01-15 + 878 days,Containment Phase,0,0,0,0,19648,0.05
879,2030-01-15 + 879 days,Containment Phase,0,0,0,0,19648,0.05
880,2030-01-15 + 880 days,Containment Phase,0,0,0,0,19648,0.05
881,2030-01-15 + 881 days,Containment Phase,0,0,0,0,19648,0.05
882,2030-01-15 + 882 days,Containment Phase,0,0,0,0,19648,0.05
883,2030-01-15 + 883 days,Containment Phase,0,0,0,0,19648,0.05
884,2030-01-15 + 884 days,Containment Phase,0,0,0,0,19648,0.05
885,2030-01-15 + 885 days,Containment Phase,0,0,0,0,19648,0.05
886,2030-01-15 + 886 days,Containment Phase,0,0,0,0,19648,0.05
887,2030-01-15 + 887 days,Containment Phase,0,0,0,0,19648,0.05
888,2030-01-15 + 888 days,Containment Phase,0,0,0,0,19648,0.05
889,2030-01-15 + 889 days,Containment Phase,0,0,0,0,19648,0.05
890,2030-01-15 + 890 days,Containment Phase,0,0,0,0,19648,0.05
891,2030-01-15 + 891 days,Containment Phase,0,0,0,0,19648,0.05
892,2030-01-15 + 892 days,Containment Phase,0,0,0,0,19648,0.05
893,2030-01-15 + 893 days,Containment Phase,0,0,0,0,19648,0.05
894,2030-01-15 + 894 days,Containment Phase,0,0,0,0,19648,0.05
895,2030-01-15 + 895 days,Containment Phase,0,0,0,0,19648,0.05
896,2030-01-15 + 896 days,Containment Phase,0,0,0,0,19648,0.05
897,2030-01-15 + 897 days,Containment Phase,0,0,0,0,19648,0.05
898,2030-01-15 + 898 days,Containment Phase,0,0,0,0,19648,0.05
899,2030-01-15 + 899 days,Containment Phase,0,0,0,0,19648,0.05
900,2030-01-15 + 900 days,Containment Phase,0,0,0,0,19648,0.05
901,2030-01-15 + 901 days,Containment Phase,0,0,0,0,19648,0.05
902,2030-01-15 + 902 days,Containment Phase,0,0,0,0,19648,0.05
903,2030-01-15 + 903 days,Containment Phase,0,0,0,0,19648,0.05
904,2030-01-15 + 904 days,Containment Phase,0,0,0,0,19648,0.05
905,2030-01-15 + 905 days,Containment Phase,0,0,0,0,19648,0.05
906,2030-01-15 + 906 days,Containment Phase,0,0,0,0,19648,0.05
907,2030-01-15 + 907 days,Containment Phase,0,0,0,0,19648,0.05
908,2030-01-15 + 908 days,Containment Phase,0,0,0,0,19648,0.05
909,2030-01-15 + 909 days,Containment Phase,0,0,0,0,19648,0.05
910,2030-01-15 + 910 days,Containment Phase,0,0,0,0,19648,0.05
911,2030-01-15 + 911 days,Containment Phase,0,0,0,0,19648,0.05
912,2030-01-15 + 912 days,Containment Phase,0,0,0,0,19648,0.05
913,2030-01-15 + 913 days,Containment Phase,0,0,0,0,19648,0.05
914,2030-01-15 + 914 days,Containment Phase,0,0,0,0,19648,0.05
915,2030-01-15 + 915 days,Containment Phase,0,0,0,0,19648,0.05
916,2030-01-15 + 916 days,Containment Phase,0,0,0,0,19648,0.05
917,2030-01-15 + 917 days,Containment Phase,0,0,0,0,19648,0.05
918,2030-01-15 + 918 days,Containment Phase,0,0,0,0,19648,0.05
919,2030-01-15 + 919 days,Containment Phase,0,0,0,0,19648,0.05
920,2030-01-15 + 920 days,Containment Phase,0,0,0,0,19648,0.05
921,2030-01-15 + 921 days,Containment Phase,0,0,0,0,19648,0.05
922,2030-01-15 + 922 days,Containment Phase,0,0,0,0,19648,0.05
923,2030-01-15 + 923 days,Containment Phase,0,0,0,0,19648,0.05
924,2030-01-15 + 924 days,Containment Phase,0,0,0,0,19648,0.05
925,2030-01-15 + 925 days,Containment Phase,0,0,0,0,19648,0.05
926,2030-01-15 + 926 days,Containment Phase,0,0,0,0,19648,0.05
927,2030-01-15 + 927 days,Containment Phase,0,0,0,0,19648,0.05
928,2030-01-15 + 928 days,Containment Phase,0,0,0,0,19648,0.05
929,2030-01-15 + 929 days,Containment Phase,0,0,0,0,19648,0.05
930,2030-01-15 + 930 days,Containment Phase,0,0,0,0,19648,0.05
931,2030-01-15 + 931 days,Containment Phase,0,0,0,0,19648,0.05
932,2030-01-15 + 932 days,Containment Phase,0,0,0,0,19648,0.05
933,2030-01-15 + 933 days,Containment Phase,0,0,0,0,19648,0.05
934,2030-01-15 + 934 days,Containment Phase,0,0,0,0,19648,0.05
935,2030-01-15 + 935 days,Containment Phase,0,0,0,0,19648,0.05
936,2030-01-15 + 936 days,Containment Phase,0,0,0,0,19648,0.05
937,2030-01-15 + 937 days,Containment Phase,0,0,0,0,19648,0.05
938,2030-01-15 + 938 days,Containment Phase,0,0,0,0,19648,0.05
939,2030-01-15 + 939 days,Containment Phase,0,0,0,0,19648,0.05
940,2030-01-15 + 940 days,Containment Phase,0,0,0,0,19648,0.05
941,2030-01-15 + 941 days,Containment Phase,0,0,0,0,19648,0.05
942,2030-01-15 + 942 days,Containment Phase,0,0,0,0,19648,0.05
943,2030-01-15 + 943 days,Containment Phase,0,0,0,0,19648,0.05
944,2030-01-15 + 944 days,Containment Phase,0,0,0,0,19648,0.05
945,2030-01-15 + 945 days,Containment Phase,0,0,0,0,19648,0.05
946,2030-01-15 + 946 days,Containment Phase,0,0,0,0,19648,0.05
947,2030-01-15 + 947 days,Containment Phase,0,0,0,0,19648,0.05
948,2030-01-15 + 948 days,Containment Phase,0,0,0,0,19648,0.05
949,2030-01-15 + 949 days,Containment Phase,0,0,0,0,19648,0.05
950,2030-01-15 + 950 days,Containment Phase,0,0,0,0,19648,0.05
951,2030-01-15 + 951 days,Containment Phase,0,0,0,0,19648,0.05
952,2030-01-15 + 952 days,Containment Phase,0,0,0,0,19648,0.05
953,2030-01-15 + 953 days,Containment Phase,0,0,0,0,19648,0.05
954,2030-01-15 + 954 days,Containment Phase,0,0,0,0,19648,0.05
955,2030-01-15 + 955 days,Containment Phase,0,0,0,0,19648,0.05
956,2030-01-15 + 956 days,Containment Phase,0,0,0,0,19648,0.05
957,2030-01-15 + 957 days,Containment Phase,0,0,0,0,19648,0.05
958,2030-01-15 + 958 days,Containment Phase,0,0,0,0,19648,0.05
959,2030-01-15 + 959 days,Containment Phase,0,0,0,0,19648,0.05
960,2030-01-15 + 960 days,Containment Phase,0,0,0,0,19648,0.05
961,2030-01-15 + 961 days,Containment Phase,0,0,0,0,19648,0.05
962,2030-01-15 + 962 days,Containment Phase,0,0,0,0,19648,0.05
963,2030-01-15 + 963 days,Containment Phase,0,0,0,0,19648,0.05
964,2030-01-15 + 964 days,Containment Phase,0,0,0,0,19648,0.05
965,2030-01-15 + 965 days,Containment Phase,0,0,0,0,19648,0.05
966,2030-01-15 + 966 days,Containment Phase,0,0,0,0,19648,0.05
967,2030-01-15 + 967 days,Containment Phase,0,0,0,0,19648,0.05
968,2030-01-15 + 968 days,Containment Phase,0,0,0,0,19648,0.05
969,2030-01-15 + 969 days,Containment Phase,0,0,0,0,19648,0.05
970,2030-01-15 + 970 days,Containment Phase,0,0,0,0,19648,0.05
971,2030-01-15 + 971 days,Containment Phase,0,0,0,0,19648,0.05
972,2030-01-15 + 972 days,Containment Phase,0,0,0,0,19648,0.05
973,2030-01-15 + 973 days,Containment Phase,0,0,0,0,19648,0.05
974,2030-01-15 + 974 days,Containment Phase,0,0,0,0,19648,0.05
975,2030-01-15 + 975 days,Containment Phase,0,0,0,0,19648,0.05
976,2030-01-15 + 976 days,Containment Phase,0,0,0,0,19648,0.05
977,2030-01-15 + 977 days,Containment Phase,0,0,0,0,19648,0.05
978,2030-01-15 + 978 days,Containment Phase,0,0,0,0,19648,0.05
979,2030-01-15 + 979 days,Containment Phase,0,0,0,0,19648,0.05
980,2030-01-15 + 980 days,Containment Phase,0,0,0,0,19648,0.05
981,2030-01-15 + 981 days,Containment Phase,0,0,0,0,19648,0.05
982,2030-01-15 + 982 days,Containment Phase,0,0,0,0,19648,0.05
983,2030-01-15 + 983 days,Containment Phase,0,0,0,0,19648,0.05
984,2030-01-15 + 984 days,Containment Phase,0,0,0,0,19648,0.05
985,2030-01-15 + 985 days,Containment Phase,0,0,0,0,19648,0.05
986,2030-01-15 + 986 days,Containment Phase,0,0,0,0,19648,0.05
987,2030-01-15 + 987 days,Containment Phase,0,0,0,0,19648,0.05
988,2030-01-15 + 988 days,Containment Phase,0,0,0,0,19648,0.05
989,2030-01-15 + 989 days,Containment Phase,0,0,0,0,19648,0.05
990,2030-01-15 + 990 days,Containment Phase,0,0,0,0,19648,0.05
991,2030-01-15 + 991 days,Containment Phase,0,0,0,0,19648,0.05
992,2030-01-15 + 992 days,Containment Phase,0,0,0,0,19648,0.05
993,2030-01-15 + 993 days,Containment Phase,0,0,0,0,19648,0.05
994,2030-01-15 + 994 days,Containment Phase,0,0,0,0,19648,0.05
995,2030-01-15 + 995 days,Containment Phase,0,0,0,0,19648,0.05
996,2030-01-15 + 996 days,Containment Phase,0,0,0,0,19648,0.05
997,2030-01-15 + 997 days,Containment Phase,0,0,0,0,19648,0.05
998,2030-01-15 + 998 days,Containment Phase,0,0,0,0,19648,0.05
999,2030-01-15 + 999 days,Containment Phase,0,0,0,0,19648,0.05
1000,2030-01-15 + 1000 days,Containment Phase,0,0,0,0,19648,0.05
1001,2030-01-15 + 1001 days,Containment Phase,0,0,0,0,19648,0.05
1002,2030-01-15 + 1002 days,Containment Phase,0,0,0,0,19648,0.05
1003,2030-01-15 + 1003 days,Containment Phase,0,0,0,0,19648,0.05
1004,2030-01-15 + 1004 days,Containment Phase,0,0,0,0,19648,0.05
1005,2030-01-15 + 1005 days,Containment Phase,0,0,0,0,19648,0.05
1006,2030-01-15 + 1006 days,Containment Phase,0,0,0,0,19648,0.05
1007,2030-01-15 + 1007 days,Containment Phase,0,0,0,0,19648,0.05
1008,2030-01-15 + 1008 days,Containment Phase,0,0,0,0,19648,0.05
1009,2030-01-15 + 1009 days,Containment Phase,0,0,0,0,19648,0.05
1010,2030-01-15 + 1010 days,Containment Phase,0,0,0,0,19648,0.05
1011,2030-01-15 + 1011 days,Containment Phase,0,0,0,0,19648,0.05
1012,2030-01-15 + 1012 days,Containment Phase,0,0,0,0,19648,0.05
1013,2030-01-15 + 1013 days,Containment Phase,0,0,0,0,19648,0.05
1014,2030-01-15 + 1014 days,Containment Phase,0,0,0,0,19648,0.05
1015,2030-01-15 + 1015 days,Containment Phase,0,0,0,0,19648,0.05
1016,2030-01-15 + 1016 days,Containment Phase,0,0,0,0,19648,0.05
1017,2030-01-15 + 1017 days,Containment Phase,0,0,0,0,19648,0.05
1018,2030-01-15 + 1018 days,Containment Phase,0,0,0,0,19648,0.05
1019,2030-01-15 + 1019 days,Containment Phase,0,0,0,0,19648,0.05
1020,2030-01-15 + 1020 days,Containment Phase,0,0,0,0,19648,0.05
1021,2030-01-15 + 1021 days,Containment Phase,0,0,0,0,19648,0.05
1022,2030-01-15 + 1022 days,Containment Phase,0,0,0,0,19648,0.05
1023,2030-01-15 + 1023 days,Containment Phase,0,0,0,0,19648,0.05
1024,2030-01-15 + 1024 days,Containment Phase,0,0,0,0,19648,0.05
1025,2030-01-15 + 1025 days,Containment Phase,0,0,0,0,19648,0.05
1026,2030-01-15 + 1026 days,Containment Phase,0,0,0,0,19648,0.05
1027,2030-01-15 + 1027 days,Containment Phase,0,0,0,0,19648,0.05
1028,2030-01-15 + 1028 days,Containment Phase,0,0,0,0,19648,0.05
1029,2030-01-15 + 1029 days,Containment Phase,0,0,0,0,19648,0.05
1030,2030-01-15 + 1030 days,Containment Phase,0,0,0,0,19648,0.05
1031,2030-01-15 + 1031 days,Containment Phase,0,0,0,0,19648,0.05
1032,2030-01-15 + 1032 days,Containment Phase,0,0,0,0,19648,0.05
1033,2030-01-15 + 1033 days,Containment Phase,0,0,0,0,19648,0.05
1034,2030-01-15 + 1034 days,Containment Phase,0,0,0,0,19648,0.05
1035,2030-01-15 + 1035 days,Containment Phase,0,0,0,0,19648,0.05
1036,2030-01-15 + 1036 days,Containment Phase,0,0,0,0,19648,0.05
1037,2030-01-15 + 1037 days,Containment Phase,0,0,0,0,19648,0.05
1038,2030-01-15 + 1038 days,Containment Phase,0,0,0,0,19648,0.05
1039,2030-01-15 + 1039 days,Containment Phase,0,0,0,0,19648,0.05
1040,2030-01-15 + 1040 days,Containment Phase,0,0,0,0,19648,0.05
1041,2030-01-15 + 1041 days,Containment Phase,0,0,0,0,19648,0.05
1042,2030-01-15 + 1042 days,Containment Phase,0,0,0,0,19648,0.05
1043,2030-01-15 + 1043 days,Containment Phase,0,0,0,0,19648,0.05
1044,2030-01-15 + 1044 days,Containment Phase,0,0,0,0,19648,0.05
1045,2030-01-15 + 1045 days,Containment Phase,0,0,0,0,19648,0.05
1046,2030-01-15 + 1046 days,Containment Phase,0,0,0,0,19648,0.05
1047,2030-01-15 + 1047 days,Containment Phase,0,0,0,0,19648,0.05
1048,2030-01-15 + 1048 days,Containment Phase,0,0,0,0,19648,0.05
1049,2030-01-15 + 1049 days,Containment Phase,0,0,0,0,19648,0.05
1050,2030-01-15 + 1050 days,Containment Phase,0,0,0,0,19648,0.05
1051,2030-01-15 + 1051 days,Containment Phase,0,0,0,0,19648,0.05
1052,2030-01-15 + 1052 days,Containment Phase,0,0,0,0,19648,0.05
1053,2030-01-15 + 1053 days,Containment Phase,0,0,0,0,19648,0.05
1054,2030-01-15 + 1054 days,Containment Phase,0,0,0,0,19648,0.05
1055,2030-01-15 + 1055 days,Containment Phase,0,0,0,0,19648,0.05
1056,2030-01-15 + 1056 days,Containment Phase,0,0,0,0,19648,0.05
1057,2030-01-15 + 1057 days,Containment Phase,0,0,0,0,19648,0.05
1058,2030-01-15 + 1058 days,Containment Phase,0,0,0,0,19648,0.05
1059,2030-01-15 + 1059 days,Containment Phase,0,0,0,0,19648,0.05
1060,2030-01-15 + 1060 days,Containment Phase,0,0,0,0,19648,0.05
1061,2030-01-15 + 1061 days,Containment Phase,0,0,0,0,19648,0.05
1062,2030-01-15 + 1062 days,Containment Phase,0,0,0,0,19648,0.05
1063,2030-01-15 + 1063 days,Containment Phase,0,0,0,0,19648,0.05
1064,2030-01-15 + 1064 days,Containment Phase,0,0,0,0,19648,0.05
1065,2030-01-15 + 1065 days,Containment Phase,0,0,0,0,19648,0.05
1066,2030-01-15 + 1066 days,Containment Phase,0,0,0,0,19648,0.05
1067,2030-01-15 + 1067 days,Containment Phase,0,0,0,0,19648,0.05
1068,2030-01-15 + 1068 days,Containment Phase,0,0,0,0,19648,0.05
1069,2030-01-15 + 1069 days,Containment Phase,0,0,0,0,19648,0.05
1070,2030-01-15 + 1070 days,Containment Phase,0,0,0,0,19648,0.05
1071,2030-01-15 + 1071 days,Containment Phase,0,0,0,0,19648,0.05
1072,2030-01-15 + 1072 days,Containment Phase,0,0,0,0,19648,0.05
1073,2030-01-15 + 1073 days,Containment Phase,0,0,0,0,19648,0.05
1074,2030-01-15 + 1074 days,Containment Phase,0,0,0,0,19648,0.05
1075,2030-01-15 + 1075 days,Containment Phase,0,0,0,0,19648,0.05
1076,2030-01-15 + 1076 days,Containment Phase,0,0,0,0,19648,0.05
1077,2030-01-15 + 1077 days,Containment Phase,0,0,0,0,19648,0.05
1078,2030-01-15 + 1078 days,Containment Phase,0,0,0,0,19648,0.05
1079,2030-01-15 + 1079 days,Containment Phase,0,0,0,0,19648,0.05
1080,2030-01-15 + 1080 days,Containment Phase,0,0,0,0,19648,0.05
1081,2030-01-15 + 1081 days,Containment Phase,0,0,0,0,19648,0.05
1082,2030-01-15 + 1082 days,Containment Phase,0,0,0,0,19648,0.05
1083,2030-01-15 + 1083 days,Containment Phase,0,0,0,0,19648,0.05
1084,2030-01-15 + 1084 days,Containment Phase,0,0,0,0,19648,0.05
1085,2030-01-15 + 1085 days,Containment Phase,0,0,0,0,19648,0.05
1086,2030-01-15 + 1086 days,Containment Phase,0,0,0,0,19648,0.05
1087,2030-01-15 + 1087 days,Containment Phase,0,0,0,0,19648,0.05
1088,2030-01-15 + 1088 days,Containment Phase,0,0,0,0,19648,0.05
1089,2030-01-15 + 1089 days,Containment Phase,0,0,0,0,19648,0.05
1090,2030-01-15 + 1090 days,Containment Phase,0,0,0,0,19648,0.05
1091,2030-01-15 + 1091 days,Containment Phase,0,0,0,0,19648,0.05
1092,2030-01-15 + 1092 days,Containment Phase,0,0,0,0,19648,0.05
1093,2030-01-15 + 1093 days,Containment Phase,0,0,0,0,19648,0.05
1094,2030-01-15 + 1094 days,Containment Phase,0,0,0,0,19648,0.05
1095,2030-01-15 + 1095 days,Recovery Phase,0,0,0,0,19648,0.05
1096,2030-01-15 + 1096 days,Recovery Phase,0,0,0,0,19648,0.05
1097,2030-01-15 + 1097 days,Recovery Phase,0,0,0,0,19648,0.05
1098,2030-01-15 + 1098 days,Recovery Phase,0,0,0,0,19648,0.05
1099,2030-01-15 + 1099 days,Recovery Phase,0,0,0,0,19648,0.05
1100,2030-01-15 + 1100 days,Recovery Phase,0,0,0,0,19648,0.05
1101,2030-01-15 + 1101 days,Recovery Phase,0,0,0,0,19648,0.05
1102,2030-01-15 + 1102 days,Recovery Phase,0,0,0,0,19648,0.05
1103,2030-01-15 + 1103 days,Recovery Phase,0,0,0,0,19648,0.05
1104,2030-01-15 + 1104 days,Recovery Phase,0,0,0,0,19648,0.05
1105,2030-01-15 + 1105 days,Recovery Phase,0,0,0,0,19648,0.05
1106,2030-01-15 + 1106 days,Recovery Phase,0,0,0,0,19648,0.05
1107,2030-01-15 + 1107 days,Recovery Phase,0,0,0,0,19648,0.05
1108,2030-01-15 + 1108 days,Recovery Phase,0,0,0,0,19648,0.05
1109,2030-01-15 + 1109 days,Recovery Phase,0,0,0,0,19648,0.05
1110,2030-01-15 + 1110 days,Recovery Phase,0,0,0,0,19648,0.05
1111,2030-01-15 + 1111 days,Recovery Phase,0,0,0,0,19648,0.05
1112,2030-01-15 + 1112 days,Recovery Phase,0,0,0,0,19648,0.05
1113,2030-01-15 + 1113 days,Recovery Phase,0,0,0,0,19648,0.05
1114,2030-01-15 + 1114 days,Recovery Phase,0,0,0,0,19648,0.05
1115,2030-01-15 + 1115 days,Recovery Phase,0,0,0,0,19648,0.05
1116,2030-01-15 + 1116 days,Recovery Phase,0,0,0,0,19648,0.05
1117,2030-01-15 + 1117 days,Recovery Phase,0,0,0,0,19648,0.05
1118,2030-01-15 + 1118 days,Recovery Phase,0,0,0,0,19648,0.05
1119,2030-01-15 + 1119 days,Recovery Phase,0,0,0,0,19648,0.05
1120,2030-01-15 + 1120 days,Recovery Phase,0,0,0,0,19648,0.05
1121,2030-01-15 + 1121 days,Recovery Phase,0,0,0,0,19648,0.05
1122,2030-01-15 + 1122 days,Recovery Phase,0,0,0,0,19648,0.05
1123,2030-01-15 + 1123 days,Recovery Phase,0,0,0,0,19648,0.05
1124,2030-01-15 + 1124 days,Recovery Phase,0,0,0,0,19648,0.05
1125,2030-01-15 + 1125 days,Recovery Phase,0,0,0,0,19648,0.05
1126,2030-01-15 + 1126 days,Recovery Phase,0,0,0,0,19648,0.05
1127,2030-01-15 + 1127 days,Recovery Phase,0,0,0,0,19648,0.05
1128,2030-01-15 + 1128 days,Recovery Phase,0,0,0,0,19648,0.05
1129,2030-01-15 + 1129 days,Recovery Phase,0,0,0,0,19648,0.05
1130,2030-01-15 + 1130 days,Recovery Phase,0,0,0,0,19648,0.05
1131,2030-01-15 + 1131 days,Recovery Phase,0,0,0,0,19648,0.05
1132,2030-01-15 + 1132 days,Recovery Phase,0,0,0,0,19648,0.05
1133,2030-01-15 + 1133 days,Recovery Phase,0,0,0,0,19648,0.05
1134,2030-01-15 + 1134 days,Recovery Phase,0,0,0,0,19648,0.05
1135,2030-01-15 + 1135 days,Recovery Phase,0,0,0,0,19648,0.05
1136,2030-01-15 + 1136 days,Recovery Phase,0,0,0,0,19648,0.05
1137,2030-01-15 + 1137 days,Recovery Phase,0,0,0,0,19648,0.05
1138,2030-01-15 + 1138 days,Recovery Phase,0,0,0,0,19648,0.05
1139,2030-01-15 + 1139 days,Recovery Phase,0,0,0,0,19648,0.05
1140,2030-01-15 + 1140 days,Recovery Phase,0,0,0,0,19648,0.05
1141,2030-01-15 + 1141 days,Recovery Phase,0,0,0,0,19648,0.05
1142,2030-01-15 + 1142 days,Recovery Phase,0,0,0,0,19648,0.05
1143,2030-01-15 + 1143 days,Recovery Phase,0,0,0,0,19648,0.05
1144,2030-01-15 + 1144 days,Recovery Phase,0,0,0,0,19648,0.05
1145,2030-01-15 + 1145 days,Recovery Phase,0,0,0,0,19648,0.05
1146,2030-01-15 + 1146 days,Recovery Phase,0,0,0,0,19648,0.05
1147,2030-01-15 + 1147 days,Recovery Phase,0,0,0,0,19648,0.05
1148,2030-01-15 + 1148 days,Recovery Phase,0,0,0,0,19648,0.05
